iter	Passed	Remaining
227	100609	3247754
228	100710	3236365
229	101269	3239734
230	101611	3236185
231	102082	3236707
232	102667	3240841
233	103121	3240846
234	103260	3230945
235	103804	3233784
236	103907	3222899
237	104005	3211930
238	104527	3214096
239	104691	3205289
240	104793	3194692
241	105322	3197114
242	105523	3189592
243	105911	3187771
244	106390	3188662
245	106876	3189784
246	107328	3189864
247	107740	3188759
248	107844	3178583
249	108153	3174534
250	108649	3175949
251	109193	3178741
252	109504	3174753
253	109989	3175837
254	110578	3179904
255	110716	3170988
256	110979	3165722
257	111252	3160772
258	111754	3162360
259	112404	3168069
260	112971	3171438
261	113299	3168049
262	113897	3172247
263	114335	3171943
264	114523	3164727
265	114711	3157581
266	115285	3161079
267	115628	3158203
268	116131	3159715
269	116523	3158220
270	116855	3155107
271	117130	3150467
272	117826	3157133
273	118330	3158647
274	118905	3162015
275	119064	3154349
276	119329	3149520
277	119468	3141410
278	119667	3134949
279	119901	3129427
280	120081	3122545
281	120592	3124280
282	121162	3127528
283	121335	3120544
284	121702	3118565
285	122224	3120559
286	122499	3116268
287	123035	3118618
288	123473	3118460
289	124105	3123172
290	124367	3118584
291	124511	3111074
292	125047	3113389
293	125205	3106301
294	125669	3106803
295	125824	3099708
296	126358	3101963
297	126853	3103223
298	126955	3094902
299	127502	3097468
300	128070	3100498
301	128197	3092876
302	128575	3091334
303	128826	3086741
304	129415	3090270
305	129837	3089796
306	130417	3093073
307	131019	3096820
308	131628	3100717
309	131978	3098523
310	132468	3099588
311	132902	3099354
312	133526	3103526
313	134095	3106404
314	134632	3108505
315	135027	3107344
316	135126	3099379
317	135719	3102763
318	136253	3104786
319	136792	3106888
320	137336	3109102
321	137908	3111931
322	138443	3113900
323	138912	3114385
324	139401	3115300
325	139755	3113206
326	139944	3107448
327	140343	3106372
328	140681	3103967
329	141229	3106202
330	141835	3109657
331	142049	3104549
332	142527	3105215
333	142645	3098046
334	143293	3102400
335	143768	3103005
336	144189	3102426
337	144459	3098620
338	144558	3091171
339	145099	3093171
340	145649	3095367
341	145852	3090187
342	146479	3094013
343	147062	3096869
344	147719	3101252
345	148244	3102841
346	148672	3102412
347	148902	3097865
348	149504	3101050
349	150056	3103159
350	150664	3106443
351	151300	3110259
352	151873	3112769
353	152168	3109557
354	152564	3108453
355	153277	3113780
356	153817	3115555
357	154151	3113174
358	154330	3107670
359	154884	3109728
360	155428	3111586
361	156031	3114589
362	156129	3107537
363	156342	3102796
364	156525	3097488
365	157225	3102412
366	157542	3099763
367	158091	3101680
368	158466	3100184
369	159087	3103487
370	159383	3100452
371	159814	3100063
372	160090	3096653
373	160736	3100414
374	161312	3102787
375	161710	3101749
376	162131	3101139
377	162607	3101582
378	162738	3095466
379	162927	3090478
380	163122	3085623
381	163655	3087175
382	163755	3080576
383	164444	3085047
384	164679	3081002
385	165246	3083175
386	165862	3086249
387	166360	3087097
388	166912	3088960
389	167485	3091184
390	168041	3093073
391	168662	3096157
392	169130	3096424
393	169699	3098514
394	170239	3100077
395	170505	3096661
396	171131	3099763
397	171631	3100587
398	172016	3099314
399	172263	3095566
400	172734	3095870
401	173268	3097280
402	173606	3095193
403	174251	3098579
404	174803	3100278
405	175010	3095870
406	175141	3090155
407	175628	3090720
408	176185	3092510
409	176813	3095537
410	177343	3096814
411	177849	3097697
412	177997	3092328
413	178394	3091302
414	178844	3091216
415	179355	3092150
416	179455	3086030
417	179868	3085307
418	180416	3086888
419	180725	3084390
420	181200	3084705
421	181697	3085419
422	182222	3086574
423	182660	3086278
424	183165	3087089
425	183627	3087190
426	184123	3087843
427	184586	3087943
428	184894	3085446
429	185185	3082688
430	185726	3084094
431	186211	3084564
432	186674	3084652
433	186839	3079841
434	187272	3079449
435	187799	3080605
436	188300	3081325
437	188896	3083582
438	189359	3083672
439	189889	3084841
440	190445	3086423
441	191109	3089750
442	191720	3092190
443	192236	3093095
444	192840	3095409
445	193369	3096516
446	194005	3099319
447	194540	3100482
448	194949	3099654
449	195511	3101245
450	195655	3096214
451	196109	3096097
452	196614	3096787
453	197187	3098531
454	197677	3098980
455	198133	3098878
456	198660	3099890
457	199165	3100543
458	199600	3100109
459	199806	3096125
460	200311	3096790
461	200772	3096770
462	201295	3097695
463	201746	3097509
464	202183	3097100
465	202639	3096989
466	203154	3097779
467	203666	3098513
468	204159	3098958
469	204652	3099392
470	205125	3099526
471	205558	3099055
472	206098	3100190
473	206618	3101014
474	207111	3101441
475	207581	3101518
476	208002	3100851
477	208534	3101848
478	208972	3101426
479	209516	3102589
480	210012	3103027
481	210495	3103276
482	210949	3103092
483	211486	3104128
484	211986	3104621
485	212472	3104896
486	212922	3104652
487	213456	3105619
488	214010	3106876
489	214556	3108005
490	215081	3108825
491	215656	3110358
492	216122	3110323
493	216658	3111291
494	217075	3110542
495	217603	3111383
496	218130	3112204
497	218569	3111758
498	218989	3111049
499	219443	3110832
500	219899	3110637
501	220409	3111204
502	220979	3112608
503	221515	3113518
504	222057	3114516
505	222611	3115677
506	223074	3115556
507	223568	3115869
508	224111	3116868
509	224673	3118111
510	225219	3119138
511	225763	3120127
512	226250	3120313
513	226796	3121323
514	227291	3121616
515	227813	3122276
516	228281	3122200
517	228693	3121360
518	229169	3121381
519	229694	3122074
520	230259	3123308
521	230749	3123517
522	231222	3123488
523	231685	3123326
524	232168	3123445
525	232651	3123549
526	233107	3123284
527	233584	3123305
528	234118	3124094
529	234635	3124639
530	235221	3126091
531	235667	3125692
532	236221	3126717
533	236700	3126757
534	237136	3126212
535	237702	3127378
536	238291	3128856
537	238774	3128921
538	239240	3128764
539	239731	3128940
540	240183	3128599
